personnel_id,rank,terrain,consecutive_field_days,duty_hours_5d,night_shifts_5d,leave_denial_ratio,sleep_hrs_5d_avg,self_reported_energy,self_reported_stress,survey_latency_sec,delta_rhr,masking_index,risk_label
PERS_4782,Constable,Dense Forest (Bastar),54,54.9,1,0.39,6.0,4,5,27.9,6.9,0.12,0
PERS_4783,ASI,Peace Station (HQ),20,52.2,2,0.22,6.1,4,2,52.0,6.6,0.04,0
PERS_4784,ASI,Peace Station (HQ),64,40.1,2,0.15,6.8,4,3,7.2,4.9,0.03,1
PERS_4785,Constable,High Altitude (Ladakh/Sikkim),20,54.8,1,0.2,4.9,4,3,32.3,7.6,0.61,0
PERS_4786,Head Constable,Peace Station (HQ),111,65.7,1,0.35,5.9,3,8,51.1,13.0,0.05,1
PERS_4787,Head Constable,Border Outpost (Thar),76,46.0,3,0.33,5.2,3,6,16.7,10.0,0.08,1
PERS_4788,Constable,Dense Forest (Bastar),29,60.8,1,0.35,6.2,3,2,50.0,6.2,0.09,1
PERS_4789,Inspector,Counter-Insurgency (J&K),38,53.7,3,0.73,5.3,2,5,32.2,11.7,0.01,2
PERS_4790,Constable,Counter-Insurgency (J&K),22,49.6,1,0.35,6.6,5,2,27.7,8.5,0.04,0
PERS_4791,Constable,High Altitude (Ladakh/Sikkim),23,56.0,0,0.71,6.7,4,2,30.3,3.8,0.01,0
PERS_4792,Head Constable,Counter-Insurgency (J&K),40,68.2,2,0.32,4.6,3,6,39.7,9.3,0.07,1
PERS_4793,Head Constable,Counter-Insurgency (J&K),38,50.4,3,0.07,5.2,5,4,64.1,9.3,0.63,1
PERS_4794,Constable,Dense Forest (Bastar),67,49.8,3,0.47,6.0,3,6,13.4,9.3,0.12,2
PERS_4795,Head Constable,Dense Forest (Bastar),17,70.5,1,0.4,4.9,4,5,39.0,11.3,0.11,1
PERS_4796,Head Constable,Border Outpost (Thar),14,47.7,3,0.14,5.1,5,6,25.9,8.3,0.13,0
PERS_4797,Constable,High Altitude (Ladakh/Sikkim),33,55.0,2,0.32,6.0,4,5,9.9,7.3,0.08,0
PERS_4798,Constable,Counter-Insurgency (J&K),42,50.5,0,0.32,7.1,3,1,5.2,3.2,0.16,0
PERS_4799,Head Constable,Border Outpost (Thar),5,32.4,0,0.15,7.9,4,1,35.3,-0.5,0.14,0
PERS_4800,Constable,High Altitude (Ladakh/Sikkim),30,47.9,2,0.46,6.3,5,3,16.6,8.0,0.05,1
PERS_4801,Sub-Inspector,Counter-Insurgency (J&K),51,64.2,2,0.15,5.2,3,4,32.3,10.2,0.68,1
PERS_4802,ASI,Counter-Insurgency (J&K),21,42.0,0,0.56,7.7,5,1,65.3,2.7,0.06,0
PERS_4803,Inspector,Dense Forest (Bastar),13,62.5,3,0.29,5.3,3,5,17.9,9.8,0.21,1
PERS_4804,Constable,Peace Station (HQ),71,62.7,2,0.17,5.6,2,6,61.9,9.9,0.05,2
PERS_4805,Inspector,High Altitude (Ladakh/Sikkim),18,39.8,3,0.29,6.7,5,2,30.7,6.9,0.07,0
PERS_4806,Constable,Counter-Insurgency (J&K),45,40.5,2,0.3,7.5,4,1,31.2,6.5,0.08,0
PERS_4807,Constable,High Altitude (Ladakh/Sikkim),39,39.6,2,0.1,6.9,5,1,80.3,5.1,0.21,0
PERS_4808,Constable,Border Outpost (Thar),32,47.1,1,0.75,6.6,5,4,26.6,3.6,0.12,0
PERS_4809,Constable,Border Outpost (Thar),47,41.8,2,0.22,5.6,3,3,97.9,5.5,0.03,1
PERS_4810,Head Constable,Peace Station (HQ),62,66.4,4,0.28,3.3,2,10,38.8,13.2,0.17,2
PERS_4811,Head Constable,Counter-Insurgency (J&K),76,43.8,2,0.1,6.6,4,2,24.3,7.6,0.09,1
PERS_4812,Constable,Dense Forest (Bastar),66,45.7,1,0.5,6.6,4,3,115.3,5.5,0.15,0
PERS_4813,Head Constable,Counter-Insurgency (J&K),48,68.0,1,0.35,5.1,3,5,54.2,10.5,0.05,1
PERS_4814,Constable,High Altitude (Ladakh/Sikkim),31,48.5,4,0.52,5.5,3,7,30.9,10.5,0.1,2
PERS_4815,Head Constable,Border Outpost (Thar),50,57.2,1,0.3,6.4,3,5,26.7,6.3,0.08,1
PERS_4816,Constable,High Altitude (Ladakh/Sikkim),9,53.5,3,0.16,5.5,3,2,51.8,9.7,0.06,0
PERS_4817,ASI,Peace Station (HQ),34,36.9,2,0.26,6.6,5,2,47.8,6.3,0.0,0
PERS_4818,ASI,Border Outpost (Thar),41,60.1,2,0.2,6.6,3,4,38.2,6.9,0.03,1
PERS_4819,Head Constable,Dense Forest (Bastar),115,65.6,2,0.03,5.0,1,9,40.8,14.1,0.07,2
PERS_4820,Constable,Border Outpost (Thar),44,58.9,1,0.35,6.5,3,3,17.0,8.1,0.01,1
PERS_4821,Constable,Counter-Insurgency (J&K),45,45.7,2,0.29,6.1,4,4,21.6,7.7,0.14,0
PERS_4822,ASI,Counter-Insurgency (J&K),42,55.1,0,0.18,6.0,3,2,33.2,6.9,0.15,1
PERS_4823,Constable,Border Outpost (Thar),50,51.3,2,0.16,6.0,4,4,29.8,7.1,0.06,0
PERS_4824,Constable,Peace Station (HQ),14,50.3,0,0.07,8.4,5,1,45.4,3.8,0.05,0
PERS_4825,Constable,Counter-Insurgency (J&K),40,44.2,0,0.09,7.8,4,1,15.6,2.0,0.22,0
PERS_4826,Head Constable,Counter-Insurgency (J&K),18,47.9,3,0.41,5.6,4,4,46.5,8.7,0.08,1
PERS_4827,Head Constable,Dense Forest (Bastar),28,60.6,2,0.36,5.7,3,5,12.9,11.4,0.12,1
PERS_4828,ASI,Border Outpost (Thar),26,31.3,1,0.18,7.4,5,1,29.3,-0.3,0.0,0
PERS_4829,Constable,Counter-Insurgency (J&K),26,46.9,2,0.37,6.6,5,4,13.6,4.9,0.05,0
PERS_4830,Constable,Peace Station (HQ),36,58.0,2,0.34,6.7,4,2,19.2,7.0,0.02,0
PERS_4831,ASI,High Altitude (Ladakh/Sikkim),81,45.2,1,0.33,6.4,4,5,24.1,6.8,0.03,1
PERS_4832,ASI,Border Outpost (Thar),50,57.0,3,0.01,5.3,4,4,43.3,11.7,0.63,1
PERS_4833,Constable,Dense Forest (Bastar),47,57.4,2,0.19,5.8,3,4,9.8,8.8,0.07,0
PERS_4834,Head Constable,Counter-Insurgency (J&K),48,51.3,1,0.27,6.1,3,3,14.5,5.7,0.21,1
PERS_4835,Constable,Peace Station (HQ),29,53.9,2,0.03,5.5,4,1,14.9,10.2,0.08,0
PERS_4836,Sub-Inspector,Border Outpost (Thar),44,68.7,0,0.38,5.9,3,4,49.3,10.2,0.05,0
PERS_4837,Constable,Peace Station (HQ),5,41.8,1,0.31,6.6,5,3,11.9,0.9,0.04,0
PERS_4838,Sub-Inspector,Peace Station (HQ),30,37.1,3,0.24,6.9,5,1,27.4,5.2,0.21,0
PERS_4839,Head Constable,Dense Forest (Bastar),30,46.8,2,0.25,6.1,4,2,20.9,5.6,0.06,0
PERS_4840,Head Constable,Border Outpost (Thar),26,40.7,3,0.43,6.0,4,4,30.3,6.8,0.01,1
PERS_4841,Constable,Counter-Insurgency (J&K),91,61.0,1,0.24,5.2,1,6,52.8,11.4,0.1,2
PERS_4842,Head Constable,Dense Forest (Bastar),56,49.0,1,0.04,6.0,3,3,105.2,7.8,0.05,1
PERS_4843,Constable,Counter-Insurgency (J&K),104,64.5,1,0.54,5.3,2,7,7.8,10.9,0.03,1
PERS_4844,Constable,High Altitude (Ladakh/Sikkim),59,56.8,1,0.28,5.8,2,3,24.1,8.1,0.05,1
PERS_4845,Head Constable,Peace Station (HQ),71,48.2,2,0.36,5.5,3,6,47.0,8.2,0.03,2
PERS_4846,Inspector,High Altitude (Ladakh/Sikkim),69,45.7,2,0.27,6.8,5,1,60.6,5.6,0.01,0
PERS_4847,Head Constable,Peace Station (HQ),70,41.1,2,0.03,7.4,5,1,9.4,5.2,0.02,0
PERS_4848,Head Constable,Dense Forest (Bastar),16,60.1,2,0.51,5.3,3,3,75.6,7.2,0.67,1
PERS_4849,Constable,Counter-Insurgency (J&K),16,54.8,2,0.13,5.2,3,3,34.1,8.1,0.64,1
PERS_4850,Constable,Counter-Insurgency (J&K),89,52.8,3,0.22,4.9,2,7,15.3,10.3,0.05,2
PERS_4851,Constable,Dense Forest (Bastar),11,55.2,1,0.3,6.3,5,1,12.1,6.6,0.04,0
PERS_4852,Head Constable,Border Outpost (Thar),61,43.1,3,0.2,6.0,3,4,67.8,8.9,0.05,1
PERS_4853,Sub-Inspector,High Altitude (Ladakh/Sikkim),54,44.7,2,0.29,5.4,3,5,22.2,4.8,0.01,1
PERS_4854,Head Constable,High Altitude (Ladakh/Sikkim),37,42.0,2,0.24,5.2,5,2,50.7,6.6,0.77,0
PERS_4855,Constable,Counter-Insurgency (J&K),94,60.2,3,0.12,5.0,2,7,26.3,15.0,0.09,2
PERS_4856,Constable,Counter-Insurgency (J&K),33,45.3,0,0.56,7.6,5,1,61.4,2.4,0.07,0
PERS_4857,Head Constable,Counter-Insurgency (J&K),48,38.3,2,0.37,7.4,5,3,23.6,2.1,0.02,0
PERS_4858,Constable,Dense Forest (Bastar),13,50.2,4,0.02,4.7,3,3,5.5,8.7,0.6,1
PERS_4859,ASI,Border Outpost (Thar),56,59.3,2,0.1,6.1,4,3,43.9,10.0,0.07,1
PERS_4860,ASI,High Altitude (Ladakh/Sikkim),54,52.0,3,0.11,5.3,3,5,34.2,10.7,0.14,1
PERS_4861,Head Constable,Peace Station (HQ),10,60.4,1,0.28,5.1,4,3,67.1,7.1,0.68,0
PERS_4862,Constable,Dense Forest (Bastar),86,64.6,2,0.17,6.2,3,8,72.8,11.5,0.05,2
PERS_4863,Constable,High Altitude (Ladakh/Sikkim),55,64.7,3,0.48,3.7,3,9,34.8,14.9,0.12,2
PERS_4864,Constable,Border Outpost (Thar),64,62.2,2,0.69,5.2,2,7,55.3,11.0,0.12,2
PERS_4865,Constable,Dense Forest (Bastar),37,54.1,2,0.53,5.4,3,5,39.0,9.4,0.25,1
PERS_4866,Constable,High Altitude (Ladakh/Sikkim),10,36.6,0,0.41,7.9,5,1,16.0,1.0,0.0,0
PERS_4867,Head Constable,Dense Forest (Bastar),29,47.4,0,0.13,7.6,4,1,16.5,3.4,0.15,0
PERS_4868,Head Constable,High Altitude (Ladakh/Sikkim),29,45.8,2,0.2,5.2,4,3,31.3,4.6,0.69,1
PERS_4869,Constable,High Altitude (Ladakh/Sikkim),49,44.0,3,0.21,5.5,3,6,57.5,8.4,0.01,1
PERS_4870,Constable,Border Outpost (Thar),9,43.2,3,0.41,6.5,4,1,25.6,2.1,0.03,0
PERS_4871,Constable,Peace Station (HQ),38,37.2,2,0.27,6.3,4,2,62.3,5.0,0.12,0
PERS_4872,Constable,Border Outpost (Thar),17,58.5,3,0.44,4.1,3,8,16.7,9.5,0.04,2
PERS_4873,ASI,High Altitude (Ladakh/Sikkim),35,40.9,2,0.41,6.3,4,4,8.5,5.1,0.08,0
PERS_4874,Constable,Dense Forest (Bastar),34,59.5,2,0.14,5.1,4,5,74.7,10.1,0.03,1
PERS_4875,Constable,Border Outpost (Thar),37,65.0,3,0.25,5.1,3,6,58.2,15.0,0.07,1
PERS_4876,Constable,Peace Station (HQ),49,45.2,2,0.04,6.3,5,3,13.3,5.7,0.05,0
PERS_4877,Sub-Inspector,High Altitude (Ladakh/Sikkim),121,54.6,2,0.34,5.3,2,8,22.4,10.7,0.06,2
PERS_4878,Head Constable,Border Outpost (Thar),23,55.3,1,0.28,6.7,4,3,22.4,7.1,0.03,0
PERS_4879,Constable,Border Outpost (Thar),126,56.2,3,0.05,5.2,2,9,24.9,10.7,0.01,2
PERS_4880,Head Constable,Border Outpost (Thar),43,44.3,0,0.13,6.4,4,1,22.2,5.5,0.03,0
PERS_4881,Head Constable,Border Outpost (Thar),26,55.0,1,0.08,5.8,3,4,22.3,7.3,0.12,1
PERS_4882,Inspector,Dense Forest (Bastar),53,45.9,2,0.48,5.9,3,4,31.4,7.3,0.01,1
PERS_4883,Constable,Peace Station (HQ),12,70.6,4,0.41,5.1,3,6,30.6,14.7,0.01,2
PERS_4884,Sub-Inspector,Peace Station (HQ),11,54.7,3,0.47,5.2,4,5,44.2,7.9,0.09,1
PERS_4885,Sub-Inspector,High Altitude (Ladakh/Sikkim),12,55.9,1,0.16,5.3,4,3,56.1,6.2,0.8,1
PERS_4886,Sub-Inspector,Counter-Insurgency (J&K),31,50.2,2,0.52,5.9,4,4,37.6,7.1,0.11,0
PERS_4887,Head Constable,Dense Forest (Bastar),45,71.1,3,0.6,4.7,2,9,11.2,12.0,0.03,2
PERS_4888,Head Constable,High Altitude (Ladakh/Sikkim),12,41.8,2,0.06,6.4,5,2,53.8,6.1,0.07,0
PERS_4889,Constable,High Altitude (Ladakh/Sikkim),97,65.3,2,0.22,5.7,1,7,16.0,11.0,0.05,2
PERS_4890,ASI,Border Outpost (Thar),87,43.3,2,0.16,6.9,4,4,58.7,7.1,0.03,0
PERS_4891,Head Constable,Counter-Insurgency (J&K),34,74.3,1,0.13,5.4,3,6,13.7,10.4,0.01,1
PERS_4892,Head Constable,Counter-Insurgency (J&K),10,57.2,3,0.21,5.5,4,3,62.1,8.9,0.05,1
PERS_4893,Constable,Dense Forest (Bastar),45,43.1,3,0.33,6.7,5,4,42.7,5.5,0.01,0
PERS_4894,Head Constable,Counter-Insurgency (J&K),10,54.3,2,0.13,6.4,5,3,10.1,6.1,0.08,0
PERS_4895,ASI,High Altitude (Ladakh/Sikkim),49,63.5,2,0.32,4.5,3,7,41.5,10.4,0.04,1
PERS_4896,Constable,Counter-Insurgency (J&K),59,45.0,4,0.28,4.8,3,6,10.0,9.7,0.0,1
PERS_4897,ASI,Counter-Insurgency (J&K),48,48.2,1,0.29,6.9,5,2,46.2,4.7,0.15,0
PERS_4898,Head Constable,Peace Station (HQ),103,48.4,1,0.68,6.0,3,3,89.1,6.6,0.14,1
PERS_4899,ASI,High Altitude (Ladakh/Sikkim),19,54.7,1,0.52,5.5,4,5,37.6,4.5,0.06,1
PERS_4900,Constable,Counter-Insurgency (J&K),29,52.7,2,0.39,6.4,2,4,31.1,6.6,0.07,1
PERS_4901,Constable,Counter-Insurgency (J&K),38,52.1,3,0.13,5.2,4,3,60.6,10.2,0.71,0
PERS_4902,Sub-Inspector,Border Outpost (Thar),61,46.0,2,0.35,6.7,4,4,22.6,5.1,0.15,1
PERS_4903,Constable,Counter-Insurgency (J&K),59,51.8,2,0.35,6.3,4,5,29.3,9.9,0.04,1
PERS_4904,ASI,Counter-Insurgency (J&K),27,43.5,1,0.8,6.9,4,3,6.9,1.6,0.0,0
PERS_4905,Head Constable,Peace Station (HQ),18,54.6,0,0.1,7.1,5,1,42.7,2.3,0.22,0
PERS_4906,Head Constable,High Altitude (Ladakh/Sikkim),25,40.0,1,0.26,7.4,5,1,11.3,0.4,0.11,0
PERS_4907,Constable,Dense Forest (Bastar),32,43.2,2,0.07,6.9,5,1,21.4,6.8,0.05,0
PERS_4908,Head Constable,High Altitude (Ladakh/Sikkim),60,62.2,3,0.55,4.0,3,8,33.1,12.4,0.12,2
PERS_4909,Constable,Border Outpost (Thar),40,47.6,3,0.63,5.6,4,5,23.2,10.6,0.21,1
PERS_4910,Constable,High Altitude (Ladakh/Sikkim),99,75.5,1,0.13,4.1,1,7,31.8,11.7,0.0,2
PERS_4911,Constable,Counter-Insurgency (J&K),13,51.3,0,0.52,6.6,4,1,8.0,7.8,0.02,0
PERS_4912,Constable,Border Outpost (Thar),93,39.2,3,0.43,5.6,4,7,94.6,7.1,0.01,1
PERS_4913,Inspector,High Altitude (Ladakh/Sikkim),63,41.1,0,0.2,6.8,4,1,16.3,3.3,0.12,0
PERS_4914,Inspector,Border Outpost (Thar),17,43.8,1,0.49,6.9,5,2,71.2,3.6,0.03,0
PERS_4915,Constable,Dense Forest (Bastar),34,58.8,0,0.63,7.3,4,3,25.7,6.0,0.12,0
PERS_4916,Head Constable,High Altitude (Ladakh/Sikkim),49,59.3,2,0.13,5.6,3,5,20.4,9.8,0.06,1
PERS_4917,Constable,Counter-Insurgency (J&K),69,50.1,1,0.22,6.6,3,3,66.8,6.8,0.14,0
PERS_4918,Head Constable,Border Outpost (Thar),16,61.9,1,0.19,4.9,4,5,52.2,10.3,0.22,1
PERS_4919,ASI,Peace Station (HQ),22,53.5,2,0.31,6.8,4,3,34.5,6.2,0.08,0
PERS_4920,Sub-Inspector,Border Outpost (Thar),66,51.4,1,0.22,6.5,4,2,48.3,6.2,0.0,0
PERS_4921,Constable,Peace Station (HQ),26,62.3,1,0.41,6.4,3,3,23.9,10.0,0.05,1
PERS_4922,ASI,Counter-Insurgency (J&K),43,44.2,2,0.41,6.1,5,2,54.5,6.6,0.0,0
PERS_4923,Constable,Dense Forest (Bastar),28,56.4,3,0.13,5.6,4,4,26.7,8.8,0.12,1
PERS_4924,Inspector,Peace Station (HQ),78,62.4,1,0.11,4.9,1,7,45.8,11.6,0.03,2
PERS_4925,Constable,Dense Forest (Bastar),43,58.5,1,0.05,6.1,3,3,35.3,7.6,0.02,0
PERS_4926,Head Constable,Border Outpost (Thar),28,49.2,0,0.16,7.4,3,1,13.8,6.4,0.09,0
PERS_4927,Head Constable,Counter-Insurgency (J&K),27,59.4,2,0.39,6.4,4,4,52.2,7.0,0.2,1
PERS_4928,Head Constable,Peace Station (HQ),47,71.1,3,0.58,5.5,1,9,65.8,13.4,0.03,2
PERS_4929,Constable,Border Outpost (Thar),45,50.9,1,0.1,6.9,4,1,19.2,4.4,0.02,0
PERS_4930,Sub-Inspector,High Altitude (Ladakh/Sikkim),30,51.7,2,0.05,5.2,3,2,53.4,7.8,0.71,1
PERS_4931,Constable,Border Outpost (Thar),81,65.4,1,0.15,5.2,3,6,25.2,9.8,0.08,1
PERS_4932,Head Constable,Dense Forest (Bastar),50,50.3,1,0.55,6.2,3,5,27.4,6.5,0.07,1
PERS_4933,Constable,Counter-Insurgency (J&K),17,46.8,0,0.26,7.8,5,1,26.5,2.0,0.0,0
PERS_4934,Constable,Counter-Insurgency (J&K),78,44.2,3,0.25,5.9,4,4,9.9,7.4,0.08,1
PERS_4935,Head Constable,Border Outpost (Thar),20,32.8,2,0.2,7.2,5,1,58.4,1.3,0.1,0
PERS_4936,Constable,High Altitude (Ladakh/Sikkim),22,38.9,1,0.22,8.3,5,1,56.7,2.0,0.11,0
PERS_4937,Constable,Dense Forest (Bastar),21,58.7,3,0.15,5.0,3,6,39.0,9.8,0.1,1
PERS_4938,Constable,Border Outpost (Thar),37,41.4,1,0.5,6.4,5,1,52.1,5.3,0.11,1
PERS_4939,Constable,Border Outpost (Thar),30,55.9,0,0.13,6.9,4,2,34.8,3.7,0.02,0
PERS_4940,ASI,Counter-Insurgency (J&K),23,65.2,3,0.4,4.1,3,6,18.5,12.7,0.01,2
PERS_4941,Sub-Inspector,Dense Forest (Bastar),18,51.4,1,0.61,5.9,3,3,21.5,6.5,0.09,1
PERS_4942,Constable,High Altitude (Ladakh/Sikkim),90,48.2,3,0.2,5.6,3,6,40.7,12.5,0.0,2
PERS_4943,Constable,Counter-Insurgency (J&K),76,54.3,2,0.5,7.1,2,4,21.2,8.6,0.11,1
PERS_4944,Constable,Border Outpost (Thar),64,58.2,4,0.62,4.4,2,9,29.4,13.7,0.06,2
PERS_4945,Constable,Counter-Insurgency (J&K),45,56.3,2,0.22,6.0,4,3,49.1,6.4,0.03,1
PERS_4946,Head Constable,Counter-Insurgency (J&K),24,51.6,0,0.17,6.7,3,1,37.4,4.8,0.03,0
PERS_4947,Head Constable,Peace Station (HQ),31,57.4,3,0.14,5.2,4,7,49.4,8.5,0.01,1
PERS_4948,Constable,Counter-Insurgency (J&K),31,61.1,1,0.52,6.6,4,4,51.7,5.4,0.02,1
PERS_4949,Constable,Counter-Insurgency (J&K),33,46.5,2,0.07,6.7,5,1,24.2,5.7,0.03,0
PERS_4950,Constable,Dense Forest (Bastar),21,64.1,2,0.15,5.2,3,5,49.9,10.6,0.05,1
PERS_4951,ASI,Counter-Insurgency (J&K),73,58.6,2,0.9,5.3,3,9,15.5,11.4,0.04,2
PERS_4952,Inspector,High Altitude (Ladakh/Sikkim),67,32.4,3,0.25,7.5,5,2,44.9,7.3,0.04,0
PERS_4953,Constable,Border Outpost (Thar),23,48.4,3,0.11,6.7,4,1,33.1,6.4,0.01,0
PERS_4954,Constable,Dense Forest (Bastar),25,48.8,3,0.06,5.7,5,4,28.3,7.0,0.28,0
PERS_4955,ASI,Counter-Insurgency (J&K),34,62.2,3,0.02,5.4,3,5,14.3,9.8,0.13,0
PERS_4956,Sub-Inspector,High Altitude (Ladakh/Sikkim),39,46.1,1,0.51,7.3,5,4,54.5,3.7,0.13,0
PERS_4957,Constable,Border Outpost (Thar),43,53.8,3,0.42,4.9,4,4,44.9,9.2,0.67,1
PERS_4958,Constable,Dense Forest (Bastar),37,37.5,2,0.51,6.6,5,4,47.5,6.2,0.02,1
PERS_4959,Constable,High Altitude (Ladakh/Sikkim),35,43.2,3,0.43,6.4,4,4,27.1,9.4,0.07,0
PERS_4960,Head Constable,Counter-Insurgency (J&K),3,56.3,4,0.27,4.9,4,4,18.0,11.0,0.67,1
PERS_4961,Constable,Peace Station (HQ),28,38.6,1,0.25,6.8,5,1,11.4,3.7,0.12,0
PERS_4962,Constable,Peace Station (HQ),39,61.6,1,0.43,5.4,3,3,30.7,8.6,0.8,1
PERS_4963,Head Constable,Dense Forest (Bastar),31,62.5,3,0.22,5.3,3,6,55.9,11.2,0.04,1
PERS_4964,Constable,High Altitude (Ladakh/Sikkim),58,66.2,0,0.54,5.4,3,6,42.7,10.7,0.02,1
PERS_4965,ASI,Border Outpost (Thar),53,68.8,2,0.14,4.7,3,6,34.4,10.8,0.04,2
PERS_4966,Constable,High Altitude (Ladakh/Sikkim),44,60.2,3,0.06,4.4,2,6,63.1,10.9,0.06,1
PERS_4967,Constable,Peace Station (HQ),74,59.7,0,0.17,6.6,2,2,18.5,7.6,0.17,1
PERS_4968,Head Constable,Dense Forest (Bastar),93,63.5,3,0.2,5.4,2,9,12.9,11.0,0.06,2
PERS_4969,Constable,Counter-Insurgency (J&K),100,58.7,4,0.45,3.1,1,10,32.4,15.4,0.15,2
PERS_4970,Inspector,High Altitude (Ladakh/Sikkim),9,45.2,1,0.59,6.1,4,2,20.4,2.6,0.06,1
PERS_4971,Head Constable,Peace Station (HQ),38,59.5,3,0.71,4.8,2,9,61.9,11.5,0.09,2
PERS_4972,Constable,Border Outpost (Thar),77,60.2,1,0.13,6.4,3,5,14.1,8.8,0.15,1
PERS_4973,Head Constable,Dense Forest (Bastar),25,59.3,3,0.29,4.1,3,6,35.1,11.4,0.09,1
PERS_4974,Constable,Counter-Insurgency (J&K),51,51.0,2,0.38,6.4,4,4,28.8,7.9,0.03,1
PERS_4975,Sub-Inspector,High Altitude (Ladakh/Sikkim),34,50.2,3,0.88,6.4,4,7,5.0,9.3,0.07,2
PERS_4976,Constable,Border Outpost (Thar),22,52.3,1,0.03,6.4,5,1,18.1,5.2,0.01,0
PERS_4977,Head Constable,Counter-Insurgency (J&K),160,62.7,2,0.07,5.5,1,8,12.2,13.4,0.14,2
PERS_4978,Constable,Peace Station (HQ),46,81.0,3,0.68,3.7,2,10,13.2,15.2,0.07,2
PERS_4979,Constable,Peace Station (HQ),12,68.5,1,0.37,4.4,3,5,64.6,10.2,0.12,1
PERS_4980,ASI,Border Outpost (Thar),22,50.2,3,0.56,5.2,3,6,20.0,8.7,0.11,1
PERS_4981,ASI,Peace Station (HQ),25,49.2,4,0.14,5.7,5,6,16.4,7.8,0.04,1
PERS_4982,Constable,Dense Forest (Bastar),71,59.6,2,0.07,5.9,3,7,6.9,11.3,0.06,1
PERS_4983,Constable,Border Outpost (Thar),67,50.4,3,0.16,5.9,3,5,16.5,10.1,0.1,1
PERS_4984,ASI,Peace Station (HQ),23,45.8,2,0.52,6.2,5,3,7.8,7.4,0.03,1
PERS_4985,Sub-Inspector,High Altitude (Ladakh/Sikkim),103,58.7,2,0.44,5.9,2,6,17.9,11.5,0.13,2
PERS_4986,Constable,Peace Station (HQ),29,47.2,0,0.6,7.1,4,1,44.1,4.7,0.07,0
PERS_4987,Head Constable,Dense Forest (Bastar),24,52.2,2,0.44,4.8,3,3,36.1,7.1,0.62,1
PERS_4988,Constable,Counter-Insurgency (J&K),4,52.1,2,0.48,5.3,5,5,27.2,6.9,0.25,1
PERS_4989,Sub-Inspector,Counter-Insurgency (J&K),31,25.0,2,0.34,7.1,5,1,24.4,0.3,0.03,0
PERS_4990,Constable,Peace Station (HQ),65,35.2,1,0.25,6.6,5,2,36.3,4.9,0.04,0
PERS_4991,Constable,Counter-Insurgency (J&K),34,42.9,1,0.46,6.8,4,3,38.1,4.0,0.03,0
PERS_4992,ASI,Peace Station (HQ),81,58.9,2,0.16,5.9,3,6,14.9,9.8,0.0,1
PERS_4993,Constable,Dense Forest (Bastar),28,43.1,1,0.06,8.0,4,1,50.6,3.5,0.08,0
PERS_4994,Head Constable,Counter-Insurgency (J&K),37,74.8,1,0.37,4.6,2,6,19.4,11.9,0.17,2
PERS_4995,Constable,High Altitude (Ladakh/Sikkim),47,61.6,1,0.12,5.4,3,4,49.2,9.1,0.6,0
PERS_4996,Constable,Peace Station (HQ),36,71.2,2,0.11,5.3,3,6,5.9,14.0,0.11,1
PERS_4997,Constable,Counter-Insurgency (J&K),6,57.6,4,0.18,4.3,4,7,30.5,10.0,0.13,2
PERS_4998,Head Constable,Dense Forest (Bastar),69,39.1,3,0.17,6.9,3,3,29.3,5.6,0.03,1
PERS_4999,Constable,Dense Forest (Bastar),41,40.4,1,0.4,7.0,4,3,16.2,4.6,0.06,0
PERS_5000,Head Constable,High Altitude (Ladakh/Sikkim),101,53.0,1,0.15,6.1,4,4,33.0,8.0,0.01,1
PERS_5001,ASI,Dense Forest (Bastar),40,40.0,3,0.17,6.0,4,2,24.7,5.2,0.01,0
PERS_5002,ASI,Dense Forest (Bastar),87,67.5,3,0.36,5.5,3,8,40.8,10.1,0.03,1
PERS_5003,Constable,Counter-Insurgency (J&K),34,49.8,1,0.41,6.4,4,2,22.7,5.0,0.05,0
PERS_5004,Constable,Peace Station (HQ),110,61.1,3,0.43,4.1,1,10,40.8,14.3,0.08,2
PERS_5005,Constable,Border Outpost (Thar),75,69.3,1,0.26,6.4,2,5,46.1,10.0,0.06,1
PERS_5006,Constable,Dense Forest (Bastar),52,72.5,2,0.57,5.1,2,8,25.4,12.5,0.03,2
PERS_5007,Constable,Dense Forest (Bastar),3,45.6,0,0.03,7.3,5,1,33.0,1.0,0.0,0
PERS_5008,Head Constable,Border Outpost (Thar),49,39.3,5,0.15,3.6,4,9,14.6,12.0,0.2,1
PERS_5009,Constable,Dense Forest (Bastar),83,44.4,2,0.64,6.0,4,7,25.8,6.8,0.04,1
PERS_5010,Constable,Counter-Insurgency (J&K),29,62.4,1,0.54,5.7,3,6,24.0,10.0,0.03,1
PERS_5011,Constable,Counter-Insurgency (J&K),10,51.7,2,0.19,5.1,3,2,60.6,8.0,0.61,0
PERS_5012,Head Constable,Border Outpost (Thar),21,41.2,1,0.05,6.7,5,1,26.3,4.3,0.05,0
PERS_5013,Constable,Dense Forest (Bastar),30,58.1,0,0.19,5.8,3,2,120.0,7.0,0.08,0
PERS_5014,Head Constable,Dense Forest (Bastar),61,43.3,1,0.01,7.0,4,2,56.2,4.6,0.03,0
PERS_5015,Constable,Peace Station (HQ),132,43.5,2,0.08,6.9,3,6,16.0,8.3,0.07,1
PERS_5016,Sub-Inspector,Dense Forest (Bastar),67,34.6,0,0.4,8.3,5,1,27.6,1.1,0.17,0
